lat,lon,trend,p_value,valid_years
-41.5,169.5,-0.06441885964912265,1.0,12
-41.5,170.5,0.22433608469336985,0.6312218204782533,12
-41.5,171.5,-0.19153225806451613,0.640428787412791,11
-41.5,172.5,-1.6987942830878178,0.21291190281150452,11
-41.5,173.5,-0.9375,0.2762784158080178,15
-41.5,174.5,1.0823670377241807,0.35020138917929566,11
-41.5,175.5,0.23193126487498913,0.7205147871362552,10
-41.5,176.5,0.179563492063492,0.8580276569875211,10
-41.5,177.5,-0.22976994851994803,0.10740463633025372,10
-41.5,178.5,-0.9685607693975058,0.28313087066234666,10
-41.5,179.5,-1.44400200659921,0.11947098677170075,11
-41.5,180.5,-1.3029908999048256,0.011174811327380355,12
-41.5,181.5,-0.14030612244897941,0.6614159170078631,14
-41.5,182.5,0.07262968245627151,0.640428787412791,11
-41.5,183.5,-0.4692005398719358,0.19261627432960227,12
-41.5,184.5,-0.017153844704592164,0.9513521309544037,13
-41.5,185.5,-1.2738367554961438,0.011174811327380355,12
-41.5,186.5,0.16604806248269827,0.7603323075218761,13
-41.5,187.5,-0.19495539819139163,0.8370114751054462,12
-41.5,188.5,-0.7684729390832251,0.16055589143580895,13
-41.5,190.5,-0.8141068851246569,0.07363827012030266,10
-41.5,191.5,-0.07986111111111122,0.8046251978633095,17
-41.5,192.5,-0.5497580933978532,0.20161232353469571,17
-41.5,193.5,-1.5831454915737893,0.008123423304273496,11
-41.5,194.5,-1.2789970152000278,0.0995087321591697,13
-41.5,195.5,0.06896007676628248,0.8547770980655479,13
-41.5,196.5,-0.30361562427056643,0.7317017232242102,12
-41.5,197.5,-0.8011474609375007,0.511220344688192,14
-41.5,198.5,-0.10308817156580212,0.8218916912511594,16
-41.5,199.5,0.04500740788553256,1.0,15
-41.5,200.5,0.3092447916666663,0.7425568219265776,14
-41.5,201.5,0.49842299513352173,0.5371338571769023,12
-41.5,202.5,-0.13115753310237815,0.7603323075218761,13
-41.5,203.5,-0.046287364529487944,0.8762696636277617,11
-41.5,204.5,-0.4581773866020441,0.10740463633025372,10
-40.5,45.5,0.10144968613928766,1.0,10
-40.5,49.5,-1.7931848852901484,0.04909798160926558,10
-40.5,50.5,-0.6956014413253817,0.16112494928905186,11
-40.5,51.5,-0.6793050182677844,0.08676817270387562,11
-40.5,52.5,-0.2921616836178004,0.6693340144640527,13
-40.5,53.5,-0.1180698280047654,0.7425568219265776,14
-40.5,54.5,-0.22512389531423,0.49946120310401465,16
-40.5,55.5,-0.387979055258467,0.22547929744791595,18
-40.5,56.5,-0.2483673975305188,0.8218916912511594,16
-40.5,57.5,-0.5595154227438894,0.3923143472853552,16
-40.5,58.5,-0.021316838038103938,0.8818348500019719,15
-40.5,59.5,0.28138584694291247,0.2660517601229595,17
-40.5,60.5,0.4741637150728059,0.35020138917929566,11
-40.5,61.5,-0.05235612713123978,1.0,10
-40.5,62.5,0.4992249503968252,0.04674494105371118,12
-40.5,63.5,-0.59765625,0.7554968749288828,11
-40.5,64.5,-0.24895753756047853,0.6921807727218765,15
-40.5,65.5,-0.022321428571428232,1.0,14
-40.5,66.5,0.5697737068965519,0.10051817320746463,14
-40.5,67.5,-0.2682099805330938,0.6312218204782533,12
-40.5,68.5,-0.12152777777777805,0.640428787412791,11
-40.5,69.5,0.13075657894736875,0.7205147871362552,10
-40.5,70.5,-0.34953327922077915,0.1546297519658153,14
-40.5,71.5,-0.27497819133469004,0.3247123843638571,18
-40.5,72.5,0.03520764802631579,0.8795727890074994,18
-40.5,73.5,0.20053606237816862,0.5526151250628484,15
-40.5,74.5,0.12676590617767147,1.0,14
-40.5,75.5,0.057043650793646705,1.0,15
-40.5,76.5,-1.1615698965536625,0.5334165134726944,11
-40.5,77.5,-0.29272399749373496,0.8580276569875211,10
-40.5,78.5,-0.41666666666666663,0.8762696636277617,11
-40.5,83.5,0.13245481636286238,0.5915050369949166,10
-40.5,84.5,0.7704861111111114,0.06170669002831271,11
-40.5,167.5,0.47524213790893555,0.37109336952269756,10
-40.5,168.5,0.4090253418567136,0.5334165134726944,11
-40.5,169.5,-0.294349747474747,0.6312218204782533,12
-40.5,170.5,0.4559947603493415,0.6693340144640527,13
-40.5,171.5,0.8322921917002686,0.10740463633025372,10
-40.5,172.5,1.2042695290579402,0.5915050369949166,10
-40.5,173.5,-0.7588932520225808,0.24638736002924666,13
-40.5,174.5,-0.36013663470171203,0.24638736002924666,13
-40.5,175.5,-0.5113636363636367,0.04909798160926558,10
-40.5,176.5,-0.05575996960612007,1.0,10
-40.5,177.5,-0.20942028985507277,0.4362749288405292,11
-40.5,178.5,-0.24163043478260882,0.6614159170078631,14
-40.5,179.5,-0.6520502138635378,0.36012164775537825,13
-40.5,180.5,-0.1972545330140271,0.3244236905215787,14
-40.5,181.5,0.13926478321174923,0.5829505577618919,13
-40.5,182.5,0.42906110671315534,0.5583509093759852,16
-40.5,183.5,0.009553257005038654,1.0,14
-40.5,184.5,0.2534351014254378,0.36012164775537825,13
-40.5,185.5,0.12976827055037726,0.4440436396628866,16
-40.5,186.5,-0.7841682203251239,0.10740463633025372,10
-40.5,187.5,-0.5421115669217265,0.5371338571769023,12
-40.5,188.5,-0.1824520930787382,0.5915050369949166,10
-40.5,189.5,-0.7762617129705736,0.4742743507673295,10
-40.5,190.5,-0.008606821106820968,1.0,13
-40.5,191.5,-0.10093984962406008,0.9211586502250249,15
-40.5,192.5,-1.9197388632872503,0.02853906357036244,14
-40.5,193.5,-0.28476053189958384,0.5371338571769023,12
-40.5,194.5,-0.7605177119349473,0.4506702853141802,12
-40.5,195.5,0.15765765765765788,0.8430852292699837,15
-40.5,196.5,-0.08005401234567858,1.0,15
